The phone works great and looks good. It is a bargain for the price. I recommend it for those people who don't want to pay allot for a smartphone.,Very_Good
I looked and looked for a phone that my 82 yr old Mom could easily use and this one is great! It has a dedicated and easy to locate 911 button as well as the ability to set up a specific order call list and I was able to put notes in it. It has a large screen that she can easily see and is still small enough that it is not too heavy to put in her purse.She really likes it!,Very_Good
I love this case. I like it because It makes the phone thicker and easier to hold on too.,Very_Good
"Great phone..the more I use the more I like...make sure to get a case, phone can be a bit slippery..",Very_Good
THIS IS THE BEST TABLET PHONE I EVER PURCHASED AND WATCHING ANY KIND OF MOVIES OR VIDEOS WENT BEYOND ON WHAT I THOUGHT IT WOULD LOOK LIKE. THANKS AMAZON AND BLU BECAUSE THIS DEVICE IS A PC PHONE!! _Ù÷_,Very_Good
"Even though I wanted the regular s5 not the mini, this was a great product from what I tested.",Very_Good
"I was worried about purchasing this phone due to the other reviews I read, however it came brand new as promised. Everything works well except for the speaker phone. I don't ever really use it so its not a huge deal.",Very_Good
I was pleasingly surprise to find out this phone has the latest Androind OS.It was relatively cheap and dual sim card.,Very_Good
Not even a minor scratch on the phone. It works like magic. I love it. Buying refurbished phones isn't so bad after all.,Very_Good
"This phone is $20. I'm dumbfounded by the reviews that complain it doesn't have this or that. Let's be real, this is a backup / emergency / throwaway phone and that's all it is. If you want it for that purpose, it does every thing you need. If you plan on using this day in and day out as a prepaid phone, you're going to want to go with something with a little more features. This phone has a 30 day standby battery life and it sits in my emergency bag. That's exactly what this phone is for. The controls are not slick, the construction sucks and is cheap, and the sim card is hard to remove, but honestly, if I ever had to use this and the time on that card, chances are I'd drop another 20 bucks for a new one. Here's to telling it like it is and not complaining about an imperfect phone that doesn't live up to an iPhone for twenty bucks.",Very_Good
I love this phone. It has exceeded my expectations and the camera is just fantastic!,Very_Good
