"I bought the n82 a month ago. It's a good device,+ Excellent screen resolution+ Excellent Camera 5mp w/xenon Flash!!!+ GPS, Wifi, bluetooth+ It's nice to play games or view videos on TV using the A/V cable :)- Battery life :(- 3G is useless on USA or Dominican Republic [Where I live]",Good
"I purchased this phone and am very happy with their performance, however've seen on the internet, that all are to s6 edge dual card slim. But mine is not as I know if I can place him two slim card??THANKS",Good
I'm happy with this phone so far. Lots of features most of which I will probably not take advantage of but my main reason for the purchase was the dual sim capability. I travel extensively for work and not having to move different country sims in and out with the possibility of losing one was my objective. Subjectively I think the phone is attractive and the call quality was good. The main camera is very good as the front facing camera is just so so. It takes a micro sd card too.,Good
It's in excellent shape! I really like it! And I can recommend other customers to do business with you! (MAC LUSHIMBA),Good
"forgot to check the ram, not enuf ram, need at least 1gb or doesnt run very well. other then that is a good phone.",Good
Its gud but i didnt find out d screen protecter & Louis vuitton case coer,Good
"I had seen some reviews that said the phone was counterfeit. But I called Samsung and gave them the serial number and they confirmed it was genuine. The adapter of the charger did not work and the headset had shorts. I contacted the seller and they sent me a new charger and headset. They both work fine now. I have no problems with the phone ,",Good
"Great, connection is lost at times but maybe the connection is due to ATT. Didn't come with charger like supposed to. But works great. Came charged. Almost new.",Good
"Bought the samsung focus and i just wanna say i love everything about it, except the fact that it doesnt connect to 3g with tmobile :( i love the colors on the screen and how everything is set up. Upon opening the pbox and turning it on, i received and update for the software which was a big plus, so i now have copy and paste..Def a must buy!!!",Good
Got this fone for media and reliability. It's never let me down. Switched to Nokia 1520 due to my personal distaste for android.,Good
"The phone is very fast when open apps, feel good in my hands, the screen HD is ok only the battery is not long time but the phone is stil work great I like",Good
"This phone is great for the price, the battery is a little weak, it needs to be recharged at least twice per day, I'm currently in Vietnam and it works just great here also. I use the Google GPS function continuously so that might be the battery issue. I bought this phone, because of the dual SIM and it was the international model and so far it hasn't disappointed me.",Good
I recived my case today and immediately called the company after installing my Otterbox and noticing the way the screen protector is raised above my screen. They are sending me a new one! My mom has a pink on purchased from Walmart and she has no problems with hers I was hopeful that mine would be prefect aswell but I see it was not. But other than that I feel this case is just a good as the one I had on my galaxy S5.,Good
Used this phone on an international trip for two weeks and it did the job. Only problem is you cannot receive pictures and you will only be able to take about 5 pics on the storage space provided.,Good
"Compared to other phones I've had, this is a major upgrade. It is a great price for what you're getting. The camera on the front (selfie cam) is not too great in the dark, but the other one is great! I would recommend if you want a good phone, but you are on a budget.",Good
"I LOVE this phone. The reason i titled it "" Dinosaur "" is because AT&T doesn't make them any more. Because I didn't buy it through an AT&T supplier, I can't download pictures. This phone is the only kind of phone my husband and I care to carry. The color on this one is not a red red, it is a burgundy which is such a pretty color. I will continue buying this type phone as long as I can find them. If I wanted to use my computer, I would carry my lap top with me.",Good
"I bought 2 of this from amazon and it was delivered in a timely manner(4days even though i opted for Free Shipping which should have taken between 9-14days).The packaging was great, the phone works well even though windows mobile 6.1 sucks and the battery power is not so impressive(wont last for 24hrs if used heavily), but with a custom cooked ROM from XDA-Developers, features of the phone should really come to life and you should enjoy it.",Good
Phone is in great shape. It has a slighty erratic battery at low charges(which is a issue with this model). The Bluetooth doesn't work which isn't a issue for me. Price was great. Satisfied,Good
"I bought this phone because I was tired of smartphones, I wanted something simple and durable and that is exactly what I got.Pros:Incredibly DurableBattery lasts for daysWaterproofYou can upload your own ringtonesFlashlight on the topCons:Texting takes a while getting used otNot much memory unless you buy a micro SD cardCan't receive any picture messages or videos or participate in group chats",Good
This is a great quality product & was exactly what I was expecting from Otterbox. Only reason I didn't give it 5 stars is because the case is kind of big but they didn't have this color option in the smaller Otterbox cases.,Good
I like it. Still learning it though. Give me a couple of weeks and I'll let you know how it performed. So far so good though.,Good
